"","Session","Drill","Position","Date","Start.Time","Duration","Day.Code","Participation","Zone","Squad","HR.Training.Effect","Session.RPE","Distance","Distance.Zone.1","Distance.Zone.2","Distance.Zone.3","Distance.Zone.4","Distance.Zone.5","Distance.Zone.6","Max.Speed","Avg.Speed","Max.HR","Avg.HR","HR.Exertion","Time.in.HR.Zone.1","Time.in.HR.Zone.2","Time.in.HR.Zone.3","Time.in.HR.Zone.4","Time.in.HR.Zone.5","Time.in.HR.Zone.6","Speed.Exertion","Sprint.Count","Accelerations.Zone.1","Accelerations.Zone.2","Accelerations.Zone.3","Decelerations.Zone.1","Decelerations.Zone.2","Decelerations.Zone.3","New.Bodyload","Impacts.Zone.1","Impacts.Zone.2","Impacts.Zone.3","Impacts.Zone.4","Impacts.Zone.5","Impacts.Zone.6","Collisions","Running.Series","Running.Imbalance","Running.Imbalance.Standard.Deviation","Running.Symmetry.Footstrikes","Metabolic.Load.Time.Zone.1","Metabolic.Load.Time.Zone.2","Metabolic.Load.Time.Zone.3","Metabolic.Load.Time.Zone.4","Metabolic.Load.Time.Zone.5","Metabolic.Load..relative.","Metabolic.Power.Average","High.Metabolic.Power.Distance","Equivalent.Distance","Metabolic.Load.Distance.Zone.1","Metabolic.Load.Distance.Zone.2","Metabolic.Load.Distance.Zone.3","Metabolic.Load.Distance.Zone.4","Metabolic.Load.Distance.Zone.5","Metabolic.Load..absolute.","Repeat.Sprints","Sprint.Max.Acceleration","Sprint.Total.Distance","Work.Rate.Interval.Count","Work.Rate.Interval.Duration","Work.Rate.Interval.Distance","Name"
"866","2015-09-07","3 Zone Game","Left Back","2015-09-07 20:35:00","2015-09-07 20:35:00",18.58,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,1633.37,15.17,338.54,236.74,100.79,84.48,257.39,23.29,3.82,166,144.82,53.35,0,9.19,7.06,2.34,0,0,1458.1,35,40,8,0,31,9,4,28.04,1333,272,35,4,0,0,3,2,4.2,2.1,28,11,2,1.5,0.5,0.1,9,8.1,498.9,1936.8,778.6,350.9,334.7,126.4,37.9,575.6,19,0,150.9,10,10,1025,5
"867","2015-09-07","Half Pitch Laps","Left Back","2015-09-07 20:54:00","2015-09-07 20:54:00",5.5,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,518.02,3.74,29.04,6.42,8.43,4.02,17.3,26.5,0.98,184,156.25,22.55,0,0.48,2.59,2,0.3,0.14,90.1,0,3,5,0,8,2,0,13.95,328,116,33,0,0,0,0,7,0.5,5.7,107,1.1,0.3,0.5,0.4,0.2,2.9,8.9,376,634,71.5,68.3,180.6,145.4,49.9,188.4,0,0,0,4,4,423.71,5
"868","2015-09-08","","Left Back","2015-09-08 19:19:00","2015-09-08 19:19:00",110.33,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,5273.23,58.43,979.48,776.41,463.85,410.18,838,28.51,2.05,171,125.63,203.27,0.16,92.15,10.53,6,1.48,0,5253.9,101,84,36,7,81,42,7,163.55,4883,1046,229,47,15,11,31,2,4.8,8.5,22,38.4,7.3,3.4,1.3,0.7,29.3,4.4,1297.7,6315.6,2693.3,1260.8,751.5,333.8,212.4,1877.1,58,0,472.6,16,16,1711.86,5
"869","2015-09-08","Passing","Left Back","2015-09-08 19:22:00","2015-09-08 19:22:00",12.57,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,682.5,9.95,113.45,50.6,23.75,23.82,84.77,18.76,1.68,143,113.07,14.41,0.03,12.54,0,0,0,0,452.4,10,13,1,0,9,2,0,20.78,571,192,24,9,0,2,2,1,13.3,0,11,4.4,1.1,0.8,0.1,0,3.6,4.8,211.7,784.9,247.9,219,178.4,30,3.3,233.3,0,0,46.4,0,0,0,5
"870","2015-09-08","Shooting","Left Back","2015-09-08 19:36:00","2015-09-08 19:36:00",21.85,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,812.38,10.37,152.8,116.49,53.35,50.84,163.34,20.45,1.58,139,113.86,26.06,0.01,21.84,0,0,0,0,903.8,23,13,5,0,10,3,0,34.54,776,164,45,8,9,5,13,0,0,0,0,6.3,1.2,0.4,0.3,0.1,4.4,3.4,193.1,957.1,403.9,210.8,106,71.3,15.8,284.5,10,0,130.8,0,0,0,5
"871","2015-09-08","2v1s","Left Back","2015-09-08 20:00:00","2015-09-08 20:00:00",7.92,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,261.38,2.71,43.35,35.44,16.7,12.18,35.44,19.37,1.17,138,121.36,11.57,0,7.92,0,0,0,0,203.5,4,6,5,0,8,6,0,8.51,227,61,22,3,0,0,3,0,0,0,0,1.7,0.2,0.2,0.1,0.1,1.6,3.3,94.7,335.4,119.5,46,45.2,32.6,16.9,99.7,2,0,10.9,0,0,0,5
"872","2015-09-08","3v2s","Left Back","2015-09-08 20:08:00","2015-09-08 20:08:00",4.58,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,263.07,3.06,45.43,44.22,22.15,17.81,29.39,21.56,2.3,148,140.31,10.22,0,4.43,0.15,0,0,0,202.6,1,2,5,1,3,5,1,10.31,205,60,14,5,1,1,4,0,0,0,0,1.8,0.2,0.1,0.1,0.1,1.6,5.9,86.5,349.5,134.4,38.4,31.9,29.4,25.2,103.9,0,0,4,0,0,0,5
"873","2015-09-08","4v3 s","Left Back","2015-09-08 20:12:00","2015-09-08 20:12:00",4.67,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,309.59,4.31,29.04,44.81,29.52,14.75,62.16,19.15,2.66,158,143.51,12.93,0,2.25,2.28,0.13,0,0,345.2,7,10,3,0,7,6,0,7.28,318,61,14,1,0,0,0,0,0,0,0,1.7,0.4,0.3,0.1,0,1.8,6.5,109,392.8,133.1,66.4,69.3,29.4,10.3,116.7,5,0,28.6,1,1,100.31,5
"874","2015-09-08","Sprints","Left Back","2015-09-08 20:17:00","2015-09-08 20:17:00",4.67,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,374.77,1.54,123.14,82.56,6.36,4.04,10.21,28.51,3.22,163,143.58,12.35,0,2.29,2.16,0.22,0,0,92.6,0,0,3,5,0,6,2,10,146,84,24,5,0,0,0,0,0,0,0,3.4,0.1,0.1,0.1,0.2,2.5,9,118.2,544.4,219.7,35.3,16.2,22,79.9,161.8,0,0,0,1,1,100.07,5
"875","2015-09-08","2v2s in 44x24 area with GKs","Left Back","2015-09-08 20:24:00","2015-09-08 20:24:00",6,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,265.19,1.69,19.61,26.59,25.09,21.34,80.8,22.82,1.87,169,126.75,12.27,0,4.65,0.15,0.88,0.33,0,436,9,4,2,0,4,3,1,8.65,307,54,13,1,1,1,1,1,-3.7,0,11,1.1,0.6,0.2,0.1,0,1.4,4,60.7,310,95.7,108.2,35.1,13.8,11.8,92.1,7,0,57.3,2,2,203.04,5
"876","2015-09-08","3v3s / 4v4s in 44x30 area with GKs","Left Back","2015-09-08 20:30:00","2015-09-08 20:30:00",11.75,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,465.04,5.52,76.81,45.4,27.96,29.2,86.58,19.58,1.49,171,136.57,28.56,0.03,8.55,0.87,1.88,0.41,0,484.4,10,11,5,1,14,3,1,18.27,391,112,24,5,3,1,4,0,0,0,0,2.7,0.7,0.4,0.1,0.1,2.7,3.8,142.5,582.6,192.2,128.8,87.2,30.9,24.4,173.2,8,0,30.3,3,3,309.13,5
"877","2015-09-08","5v5s in 44x30 area with GKs","Left Back","2015-09-08 20:43:00","2015-09-08 20:43:00",15.35,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,959.44,9.43,153.1,191.82,74.55,53.54,189.21,20.66,2.86,171,146.52,48.54,0.01,7.03,4.78,2.78,0.75,0,1080.6,26,23,7,0,24,7,2,23.85,776,180,39,7,1,1,2,0,0,0,0,6.4,1.3,0.8,0.3,0.1,5.3,5.8,243.8,1144.5,491.8,218.6,155,64.9,23.9,340.2,18,0,114.7,5,5,551.8,5
"878","2015-09-10","","Left Back","2015-09-10 19:19:00","2015-09-10 19:19:00",80.29,"Day 4","Full","SPI IQ Absolutes","First Team",0,0,5196.25,106.84,1204.12,964.83,450.53,338.47,722.03,25.81,3.04,178,137.89,232.31,0.11,50.24,6.65,13.26,9.72,0.32,4694.8,77,66,28,5,74,33,5,146.05,5188,1301,228,36,13,3,34,5,1.2,4.5,60,43.2,7,2.9,1.3,0.5,28.6,5.9,1111.2,6153.2,2958.8,1126,623.2,327.9,160,1828.8,53,0,357.6,28,28,2989.98,5
"879","2015-09-10","5v2s","Left Back","2015-09-10 19:25:00","2015-09-10 19:25:00",12.18,"Day 4","Full","SPI IQ Absolutes","First Team",0,0,438.27,37.88,173.86,102.42,55.91,24.69,32.38,14.26,2.11,142,120.57,17.35,0,12.18,0,0,0,0,302.8,0,0,0,0,3,1,0,13.33,658,89,12,4,3,1,5,0,0,0,0,6.2,0.8,0.2,0.1,0,2.7,3.7,47.3,584.5,312,78.6,28.6,15.7,3.1,173.7,0,0,0,0,0,0,5
"880","2015-09-10","SAQ","Left Back","2015-09-10 19:39:00","2015-09-10 19:39:00",8.37,"Day 4","Full","SPI IQ Absolutes","First Team",0,0,415.95,7.38,97.58,123.14,31.69,12.41,28.78,20.52,2.28,143,125.46,13.23,0,8.37,0,0,0,0,226.4,0,0,8,3,2,9,1,29.16,269,141,67,16,6,0,10,0,0,0,0,3.9,0.2,0.1,0.1,0.1,2.5,5,104.6,542.9,277.1,34.3,29.6,37.2,37.7,161.4,0,0,0,0,0,0,5
"881","2015-09-10","3 Colour Possession Transition 2x 1/4Pitch","Left Back","2015-09-10 19:50:00","2015-09-10 19:50:00",26.5,"Day 4","Full","SPI IQ Absolutes","First Team",0,0,2547.89,35.15,501.13,375.8,164.96,129.32,471.94,25.81,4.38,173,156.42,112.81,0,6.37,4.72,11.04,4.37,0,2627.3,54,47,13,1,49,14,3,54.67,2358,670,88,8,0,0,10,5,1.2,4.5,60,17.2,3.9,1.8,0.7,0.3,14,8.8,647.4,3006,1231,669.3,385.1,185.5,76.8,893.4,38,0,257,16,16,1716.09,5
"882","2015-09-10","Attack v Defence Half Pitch","Left Back","2015-09-10 20:19:00","2015-09-10 20:19:00",11.58,"Day 4","Full","SPI IQ Absolutes","First Team",0,0,1036.7,11.11,166.92,192.06,82.37,49.05,155.78,23.69,3.89,178,161.11,58.81,0,2.21,1.67,2.04,5.35,0.32,947.1,19,17,7,1,20,9,1,32.48,866,232,50,7,4,2,9,0,0,0,0,6.7,1.3,0.7,0.3,0.1,5.8,8.3,292.7,1243.8,512.1,231.2,164.8,85.4,42.4,369.7,13,0,88,8,8,893.65,5
"883","2015-09-11","","Left Back","2015-09-11 19:31:00","2015-09-11 19:31:00",73.46,"Day 5","Full","SPI IQ Absolutes","First Team",0,0,4946.62,97.81,895.5,970.41,541.08,338.66,705.09,25.81,3.14,176,136.37,200.88,0,46.54,8.3,11.78,6.84,0,4764.7,79,63,24,0,70,23,12,126.49,5189,1085,161,38,11,4,29,7,-1.4,2.2,84,38.4,7.2,2.8,1.2,0.4,26.8,6.1,1073.8,5770.8,2714.6,1157.3,636.3,319.9,117.6,1715.2,45,0,371.3,29,29,3242.69,5
"884","2015-09-11","5v2 10x10","Left Back","2015-09-11 19:36:00","2015-09-11 19:36:00",16.25,"Day 5","Full","SPI IQ Absolutes","First Team",0,0,492.72,37.97,188.69,103.66,61,35.03,45.21,15.59,1.75,151,126.43,27.39,0,15.55,0.7,0,0,0,385,3,6,0,0,1,4,0,21.47,813,111,39,10,3,0,8,0,0,0,0,6.7,0.7,0.2,0.1,0,2.9,3,56.2,633.4,350.8,85.8,36.6,13.9,5.6,188.3,0,0,9,0,0,0,5
"885","2015-09-11","11 v 11 2/3 Pitch 1H","Left Back","2015-09-11 20:00:00","2015-09-11 20:00:00",17.5,"Day 5","Full","SPI IQ Absolutes","First Team",0,0,2130.59,14.15,206.61,344.55,177.64,105.39,361.67,25.81,5.22,176,162.34,91.02,0,1.5,1.06,8.53,6.42,0,2125.2,41,37,18,0,42,11,9,54.37,2076,508,74,21,5,2,11,5,-0.6,1.6,63,10.9,3.1,1.6,0.8,0.3,11.9,11.3,685.7,2553,902.3,542,372.9,235,77.8,758.8,26,0,194.6,16,16,1921.13,5
"886","2015-09-11","11 v 11 2/3 Pitch 2H","Left Back","2015-09-11 20:23:00","2015-09-11 20:23:00",12.33,"Day 5","Full","SPI IQ Absolutes","First Team",0,0,1223.91,12.98,153.48,284.47,126.73,67.48,198.87,22.79,4.72,169,152.09,42.95,0,3.33,5.67,2.91,0.42,0,1254.1,22,18,5,0,20,4,3,20.85,1061,238,26,5,1,0,2,2,-4.1,1.7,21,8,2,0.9,0.2,0.1,6.5,8.8,274.4,1408.7,618.9,330.2,191.2,56.2,26.9,418.7,11,0,103.9,8,8,847.69,5
"887","2015-09-16","","Left Back","2015-09-16 17:08:00","2015-09-16 17:08:00",86.14,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,3156,84.3,999.78,535.15,297.31,200.61,516.64,22.72,1.88,212,124.16,146.49,13.38,58.67,4.23,7.13,1.84,0.52,3197.2,57,35,11,0,51,17,5,70.83,3054,571,77,19,5,5,17,0,0,0,0,30.7,4.2,1.7,0.5,0.2,16.7,3.2,524.1,3600.9,1988.6,643.1,347.3,133.4,43.4,1070.2,36,0,277.5,5,5,501.22,5
"888","2015-09-16","5v5 with 1 Joker","Left Back","2015-09-16 17:19:00","2015-09-16 17:19:00",15,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,1245.75,31.22,303.15,192.09,151.56,108.17,281.94,18.11,4.52,173,154.58,62.09,0,2.95,3.36,6.85,1.84,0,1693.8,30,19,6,0,33,9,1,31.08,1488,298,35,9,1,1,7,0,0,0,0,10,2.2,0.9,0.2,0.1,6.9,7.7,236.2,1484,693.1,316.4,163.9,52.5,19.8,441.1,21,0,131.3,3,3,301.17,5
"889","2015-09-16","Pattern of Play - FB overlap to cross","Left Back","2015-09-16 17:42:00","2015-09-16 17:42:00",16.83,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,655.62,9.53,115.69,141.29,50.71,33.11,116.81,22.72,1.74,142,124.83,25.63,0,16.83,0,0,0,0,678.9,14,7,2,0,5,4,2,13.16,532,111,21,7,0,1,3,0,0,0,0,4.9,1,0.4,0.2,0,3.4,3.4,152.1,739.7,344.8,158.8,107.1,44.2,0.8,219.8,9,0,79.3,0,0,0,5
"890","2015-09-16","Back Four Shape - Defend Crosses","Left Back","2015-09-16 18:04:00","2015-09-16 18:04:00",12.42,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,236.2,5.82,80.27,35.72,4.88,10.26,24.76,21.53,0.8,129,108.37,13.45,0,12.42,0,0,0,0,146,3,1,3,0,2,3,2,9.87,166,31,6,3,3,3,6,0,0,0,0,2.3,0.2,0.2,0.1,0.1,1.4,1.9,70.4,309.8,133.1,32.8,33.9,20.1,16.4,92.1,0,0,12.9,0,0,0,5
"891","2015-09-17","","Left Back","2015-09-17 17:33:00","2015-09-17 17:33:00",68.82,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,5064.22,85.2,861.83,834.75,522.23,361.11,926.1,27.76,3.42,182,133.42,171.61,0,46.35,8.56,9.79,3.98,0.13,5668.8,117,52,15,1,65,17,8,144.95,5309,1080,138,38,4,2,15,8,0.3,3.4,104,35.1,9,2.9,1,0.3,26.7,6.5,1061.4,5752,2528.6,1474.1,669.2,281.2,111,1709.6,95,0,627.8,30,30,3379.16,5
"892","2015-09-17","3 Player overlaps 75m to cross and finish","Left Back","2015-09-17 17:49:00","2015-09-17 17:49:00",8.83,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,1031.17,4.76,89.09,120.48,107.49,94.91,266.45,17.96,5.6,147,134.17,17.6,0,8.83,0,0,0,0,1523.8,33,3,0,0,14,2,0,25.89,1261,279,30,6,2,1,3,3,0.2,1.1,40,4.8,2.5,0.7,0.1,0,5,9.5,186.5,1080.3,410.2,434.5,172.7,13.7,0,321.1,27,0,191.7,7,7,855.11,5
"893","2015-09-17","11 v 11 2/3 Pitch 1H","Left Back","2015-09-17 18:03:00","2015-09-17 18:03:00",14.5,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,1559.94,15.48,191.71,255.1,126.91,87.55,334.55,24.7,4.91,182,153.11,54.33,0,4.37,4.12,4.65,1.23,0.13,1866.6,45,28,5,1,25,10,4,32.31,1566,331,46,8,1,0,5,1,4.4,0,12,8.7,2.6,1.1,0.5,0.2,8.5,9.7,426.6,1819.8,686.6,446.1,246.9,130.2,49.6,540.9,37,0,227,12,12,1323.7,5
"894","2015-09-17","11 v 11 2/3 Pitch 2H","Left Back","2015-09-17 18:21:00","2015-09-17 18:21:00",11.75,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,1303.32,16.05,181.95,177.76,91.75,68.48,221.61,27.76,4.68,175,157.53,52.96,0,1.37,3.45,4.27,2.66,0,1272.7,23,17,9,0,17,5,4,30.33,1192,302,38,14,0,1,5,4,-0.5,4.3,52,7.2,2.1,0.8,0.4,0.2,7.2,10.2,388.2,1554,539.4,375,200.7,128.8,58.6,461.9,18,0,145.1,10,10,1123.09,5
"895","2015-09-24","","Left Back","2015-09-24 19:39:00","2015-09-24 19:39:00",85.06,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,3554.9,114.07,1051.63,820.43,472.38,208.79,431.99,26.68,2.23,163,111.47,118.02,0,79.1,4.54,1.42,0,0,3168.2,45,30,15,0,46,13,6,99.75,4588,532,89,25,4,5,19,1,-0.4,0,10,38.4,4.7,1.4,0.6,0.3,19.5,3.8,477,4189.2,2423.5,654.4,255.3,137.6,84.1,1245.1,26,0,240,8,8,811.29,5
"896","2015-09-24","5v2 10x10","Left Back","2015-09-24 19:54:00","2015-09-24 19:54:00",18.17,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,718.25,47.09,268.72,125.89,90.82,45.81,86.53,16.81,2.23,150,123.11,27.65,0,17.73,0.44,0,0,0,629.6,7,1,2,0,12,1,0,21.26,1112,157,21,6,2,2,5,1,-0.4,0,10,9,1.4,0.4,0.1,0,4.2,3.9,76.3,913.8,468.3,173.6,58,15.7,2.7,271.6,2,0,31.2,1,1,100.09,5
"897","2015-09-24","Back Four Shape - Defend Crosses","Left Back","2015-09-24 20:19:00","2015-09-24 20:19:00",37.5,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,1939.27,50.88,536.87,428.8,166.69,106.31,254.8,26.68,2.57,163,120.94,63.23,0,31.98,4.1,1.42,0,0,1684.9,31,28,13,0,34,12,6,41.1,1595,282,65,18,2,3,8,0,0,0,0,18.8,2.3,0.9,0.5,0.3,10.9,4.9,393.6,2357.2,1211.4,334.3,190.2,121.9,81.4,700.6,20,0,129.4,5,5,501.68,5
"898","2015-10-01","","Left Back","2015-10-01 18:53:00","2015-10-01 18:53:00",103.84,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,6632.83,102.29,988.45,864.56,459.78,260.76,895.22,25.78,2.31,175,140.49,281.28,5.36,52.46,23.4,17.99,4.63,0,5247.5,98,98,35,0,121,28,8,157.92,5766,1630,301,22,3,2,14,34,0.6,3,527,38.9,8,6.5,2.3,0.5,36.2,5.8,2505.7,7785.6,2697.5,1429,1729.5,641,135.1,2314,69,0,433.1,36,36,3787.28,5
"899","2015-10-01","Warm Up - With Ball - Coever","Left Back","2015-10-01 18:53:00","2015-10-01 18:53:00",17.89,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,997.78,18.37,90.66,65.18,76.29,60.34,247.41,19.76,2.09,169,129.13,35.55,0,14.69,2.2,0.79,0.22,0,1283.2,30,25,5,0,23,6,2,41.49,1288,404,58,4,1,1,4,1,2.6,0,11,4.8,1.7,1.2,0.3,0.1,5.8,5.4,361.5,1242.5,344.6,291.7,268.9,78.5,14.1,369.3,25,0,127.7,6,6,607.83,5
"900","2015-10-01","3 Colour Possession Transition - 6v2","Left Back","2015-10-01 19:14:00","2015-10-01 19:14:00",8.75,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,647.58,17.18,108.86,113.34,75.32,43.25,114.45,21.56,3.52,175,148.89,29.44,0,3.6,2.81,1.72,0.62,0,720.1,13,7,7,0,12,2,3,14.85,726,140,27,2,0,0,2,0,0,0,0,4.6,1.1,0.5,0.2,0.1,3.8,7.3,172.3,828.4,314.5,160.9,107.3,46,19,246.2,7,0,53.5,2,2,200.22,5
"901","2015-10-01","Relay Running - Around Pitch 1","Left Back","2015-10-01 19:25:00","2015-10-01 19:25:00",8.83,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,747.07,4.88,66.72,38.5,13.23,5.11,31.21,22.32,1.4,161,146.78,25.37,0,4.26,4,0.57,0,0,175.7,2,6,0,0,8,0,0,17.79,473,214,45,1,0,0,0,13,1.9,2,225,2.1,0.6,1.4,0.1,0,3.7,6.9,463.2,791,144.7,139.1,426.9,36.4,0,235.1,0,0,5.5,4,4,400.12,5
"902","2015-10-01","3 Colour Possession Transition - 6v3","Left Back","2015-10-01 19:37:00","2015-10-01 19:37:00",6.5,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,510.39,10.88,91.42,111.2,68.95,26.23,70.11,20.74,3.81,167,149.14,21.48,0,1.96,3.05,1.49,0,0,476.1,5,8,4,0,11,7,0,9.29,491,94,13,4,0,0,3,0,0,0,0,4.1,0.7,0.3,0.1,0,2.8,7.2,112,608.2,291.7,106.7,68.8,30.5,12.6,180.8,3,0,19.4,2,2,201.12,5
"903","2015-10-01","Relay Running - Around Pitch 2","Left Back","2015-10-01 19:45:00","2015-10-01 19:45:00",8.25,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,737,2.07,51.81,53.92,11.9,5.16,23.68,25.78,1.37,163,149.29,26.55,0,2.18,5.09,0.98,0,0,146.3,1,8,1,0,9,1,0,17.14,461,179,45,1,0,0,0,9,-0.4,1.9,151,2,0.4,0.9,0.5,0,3.8,7.6,492,814,145.6,99.4,318.6,160.1,13.3,241.9,0,0,3.4,5,5,507.69,5
"904","2015-10-01","Phase of Play - Defending","Left Back","2015-10-01 19:59:00","2015-10-01 19:59:00",19.25,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,2014.41,24.56,263.31,315.74,182.88,113.37,384.84,24.73,4.74,174,158.46,87.34,0,2.87,3.78,8.98,3.63,0,2230.5,46,38,16,0,47,11,3,43.37,1951,469,60,10,2,1,5,3,3.3,3.1,34,11.6,3.1,1.7,0.6,0.2,11.2,9.7,574.4,2418.3,899.9,539.8,360.6,151.6,62.2,718.8,34,0,221.1,11,11,1257.45,5
"905","2015-10-01","Relay Running - Around Pitch Half Pitch","Left Back","2015-10-01 20:20:00","2015-10-01 20:20:00",5.77,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,499.22,3.12,35.2,13.31,9.73,5.33,22.66,25.2,1.19,163,152.79,20.85,0,1.6,1.63,2.53,0,0,123.5,1,7,2,0,11,1,0,13.32,338,128,52,0,0,0,0,8,-1.8,3.7,106,1.2,0.3,0.5,0.4,0,2.7,7.9,330.3,585.2,84.6,83.4,178.5,137.9,13.9,173.9,0,0,2.5,4,4,402.59,5
"906","2015-10-03","","Left Back","2015-10-03 18:55:00","2015-10-03 18:55:00",86.39,"Day 4","Full","SPI IQ Absolutes","First Team",0,0,6413.7,68.74,970.2,1243.08,384.45,276.18,332.18,26.42,2.6,171,145.49,277.76,0.02,36.21,20.31,26.62,3.24,0,2932,25,51,3,0,59,12,2,146.08,4530,1585,197,28,7,6,16,23,1.6,4.3,261,41.3,6.6,5.8,1.6,0.1,31.8,6.1,2201.6,6841.3,2873.7,1336.3,1670.8,503.6,27.2,2033.3,4,0,120.8,36,36,4331.21,5
"907","2015-10-03","7v2s","Left Back","2015-10-03 19:02:00","2015-10-03 19:02:00",11.5,"Day 4","Full","SPI IQ Absolutes","First Team",0,0,266.42,14.38,100.7,48.3,36.05,19.23,26.43,16.13,1.29,162,129.28,23.37,0,8.62,1.84,1.05,0,0,211.5,0,4,0,0,2,2,0,14.98,462,58,25,2,0,4,6,0,0,0,0,3.4,0.4,0.1,0.1,0,1.6,2.3,33.7,339.7,179.5,53,19,13.4,1.4,101,0,0,0,0,0,0,5
"908","2015-10-03","Underlaps in 3s around pitch with ball","Left Back","2015-10-03 19:14:00","2015-10-03 19:14:00",10.92,"Day 4","Full","SPI IQ Absolutes","First Team",0,0,1471.32,1.97,109.49,377.31,42.93,19.46,56.81,22.25,4.69,170,158.98,48.74,0,0.93,2.2,7.08,0.71,0,477.5,5,9,0,0,12,1,0,31.75,739,409,36,6,2,0,1,11,1.6,5.6,127,7.3,1.6,1.6,0.3,0,7,10.8,533.3,1517.4,567.4,369.3,446.1,82.9,4.3,451,1,0,20.3,10,10,1333.02,5
"909","2015-10-03","Underlaps in 3s around pitch with ball 2","Left Back","2015-10-03 19:27:00","2015-10-03 19:27:00",10.5,"Day 4","Full","SPI IQ Absolutes","First Team",0,0,1494.4,1.04,75.98,390.22,42.33,21.14,73.16,20.81,4.98,171,162.48,52.4,0,0.5,0.71,7.28,2.01,0,563,10,9,0,0,18,1,0,32.08,732,438,46,5,0,0,1,7,2.3,2.7,80,6.8,1.6,1.9,0.2,0,7.1,11.3,582.3,1535.2,554.6,357.5,527,55.3,0,456.3,2,0,48.1,10,10,1420.27,5
"910","2015-10-03","Overlaps To Cross and Finish - Whole Pitch","Left Back","2015-10-03 19:39:00","2015-10-03 19:39:00",13.5,"Day 4","Full","SPI IQ Absolutes","First Team",0,0,1251.84,14.35,260.89,111.22,23.54,11.88,41.86,26.42,2.54,171,156.26,54.7,0,1.79,3.82,7.37,0.52,0,271.1,3,10,1,0,12,4,2,27.77,643,297,39,7,4,2,5,5,0.8,2.2,54,7.1,0.9,1.5,0.5,0,6.3,7.8,620.2,1356.8,431.5,199.2,450.9,162.3,7,403.3,0,0,17,10,10,1035.05,5
"911","2015-10-03","Overlaps To Cross and Finish - Half Pitch","Left Back","2015-10-03 19:55:00","2015-10-03 19:55:00",13.08,"Day 4","Full","SPI IQ Absolutes","First Team",0,0,894.4,10.46,174.57,113.96,26.89,12.73,41.57,25.42,2,162,152.38,45.41,0,2.17,8.31,2.6,0,0,278.2,2,18,0,0,13,4,0,19.81,505,190,38,6,1,0,3,0,0,0,0,5.7,0.5,0.7,0.5,0,4.7,6,397.1,1017.4,371.8,125,209.7,172.8,14.5,302.4,0,0,7.3,0,0,0,5
"912","2015-10-04","","Left Back","2015-10-04 18:51:00","2015-10-04 18:51:00",97.41,"Day 5","Full","SPI IQ Absolutes","First Team",0,0,5910.35,107.31,1262.7,1317.49,558.61,285.83,804.92,28.91,2.85,179,140.59,272.19,0,58.37,18,15.63,4.84,0.57,5238.3,90,74,23,4,84,23,8,142.95,5158,1276,199,39,20,7,26,6,0,2.9,65,49.4,7.3,3.4,1.3,0.6,32.2,5.5,1301.3,6936.8,3424.5,1184.3,752.5,355.3,193.5,2061.7,54,0,421.7,21,21,2191.49,5
"913","2015-10-04","3 Colour Possession","Left Back","2015-10-04 19:01:00","2015-10-04 19:01:00",18.17,"Day 5","Full","SPI IQ Absolutes","First Team",0,0,1313.77,33.72,358.53,251.18,130.53,81.61,234.99,22.36,3.81,169,146.71,58.3,0,8.4,3.4,5.98,0.39,0,1435.7,26,19,6,0,31,3,2,28.46,1236,279,39,10,0,2,4,0,0,0,0,11.8,2,0.9,0.2,0.1,7.3,6.7,248.9,1566.5,782,282.9,176.3,54.9,17.7,465.6,17,0,115.4,1,1,100.12,5
