"","Session","Drill","Position","Date","Start.Time","Duration","Day.Code","Participation","Zone","Squad","HR.Training.Effect","Session.RPE","Distance","Distance.Zone.1","Distance.Zone.2","Distance.Zone.3","Distance.Zone.4","Distance.Zone.5","Distance.Zone.6","Max.Speed","Avg.Speed","Max.HR","Avg.HR","HR.Exertion","Time.in.HR.Zone.1","Time.in.HR.Zone.2","Time.in.HR.Zone.3","Time.in.HR.Zone.4","Time.in.HR.Zone.5","Time.in.HR.Zone.6","Speed.Exertion","Sprint.Count","Accelerations.Zone.1","Accelerations.Zone.2","Accelerations.Zone.3","Decelerations.Zone.1","Decelerations.Zone.2","Decelerations.Zone.3","New.Bodyload","Impacts.Zone.1","Impacts.Zone.2","Impacts.Zone.3","Impacts.Zone.4","Impacts.Zone.5","Impacts.Zone.6","Collisions","Running.Series","Running.Imbalance","Running.Imbalance.Standard.Deviation","Running.Symmetry.Footstrikes","Metabolic.Load.Time.Zone.1","Metabolic.Load.Time.Zone.2","Metabolic.Load.Time.Zone.3","Metabolic.Load.Time.Zone.4","Metabolic.Load.Time.Zone.5","Metabolic.Load..relative.","Metabolic.Power.Average","High.Metabolic.Power.Distance","Equivalent.Distance","Metabolic.Load.Distance.Zone.1","Metabolic.Load.Distance.Zone.2","Metabolic.Load.Distance.Zone.3","Metabolic.Load.Distance.Zone.4","Metabolic.Load.Distance.Zone.5","Metabolic.Load..absolute.","Repeat.Sprints","Sprint.Max.Acceleration","Sprint.Total.Distance","Work.Rate.Interval.Count","Work.Rate.Interval.Duration","Work.Rate.Interval.Distance","Name"
"810","2015-07-13","","Left Back","2015-07-13 22:36:00","2015-07-13 22:36:00",90.14,"Day 4","Full","SPI IQ Absolutes","First Team",0,0,5757.02,38.87,713.03,827.7,614.75,904.35,1789.73,22.9,3.39,192,115.98,1.2,89.51,0.29,0.04,0,0,0.07,10633,145,58,11,0,57,9,7,135.1,7013,1319,115,23,5,4,17,4,-0.5,3.2,48,36.2,14,2.1,0.7,0.2,28.8,5.4,660,6211.2,2868.4,2213.6,424.9,170,65.1,2500.8,122,0,1462.3,26,26,3195.73,5
"811","2015-07-13","Total Time","Left Back","2015-07-13 22:36:00","2015-07-13 22:36:00",90.13,"Day 4","Full","SPI IQ Absolutes","First Team",0,0,5757.02,38.87,713.03,827.7,614.75,904.35,1789.73,22.9,3.4,192,115.98,1.2,89.5,0.29,0.04,0,0,0.07,10633,145,58,11,0,57,9,7,135.1,7013,1319,115,23,5,4,17,4,-0.5,3.2,48,36.2,14,2.1,0.7,0.2,28.8,5.4,660,6211.2,2868.4,2213.6,424.9,170,65.1,2500.8,122,0,1462.3,26,26,3195.73,5
"812","2015-07-15","","Left Back","2015-07-15 22:34:00","2015-07-15 22:34:00",78.45,"Day 6","Full","SPI IQ Absolutes","First Team",0,0,5266.47,39.08,630.54,613.41,315.45,316.65,1379.32,21.89,2.82,115,111.22,0.25,78.24,0.21,0,0,0,0,7207,160,58,12,0,64,13,1,257.34,5192,1314,219,79,29,28,59,25,-3.6,4.6,354,27.9,11.9,3.6,0.8,0.1,26.8,5.7,1097,5779.6,2030.3,2122.7,845.8,217.1,34,2327.1,118,0,1098.9,20,20,2398.5,5
"813","2015-07-15","Run - Shoot - Combo 40yrds","Left Back","2015-07-15 22:34:00","2015-07-15 22:34:00",26.89,"Day 6","Full","SPI IQ Absolutes","First Team",0,0,1681.78,12.87,198.75,158.74,116.68,91.9,413.52,20.56,2.49,115,111.22,0.25,26.68,0.21,0,0,0,0,2136.8,52,25,1,0,18,6,0,93.3,1671,487,73,17,12,7,22,4,-4.6,7.6,49,8.5,3.9,1.2,0.3,0,8.5,5.3,362.5,1840.1,613.2,700.1,275.7,85.9,0.9,740.9,36,0,327.1,6,6,641.46,5
"814","2015-07-15","SAQ Finishing","Left Back","2015-07-15 23:06:00","2015-07-15 23:06:00",23.5,"Day 6","Full","SPI IQ Absolutes","First Team",0,0,1773.55,8.99,152.71,205.21,94.2,73.38,371.49,21.89,2.73,0,0,0,23.5,0,0,0,0,0,1915.9,56,25,9,0,27,5,0,113.92,1479,508,111,38,15,18,22,16,-3.6,4.3,226,8.4,3.2,1.6,0.4,0.1,9.3,6.6,525.3,2001,622.4,621.8,395.9,102,27.4,805.7,37,0,261,6,6,678.54,5
"815","2015-07-15","Free Crosssing + Finishing","Left Back","2015-07-15 23:32:00","2015-07-15 23:32:00",13.25,"Day 6","Full","SPI IQ Absolutes","First Team",0,0,1430.44,9.04,112.89,109.69,80.35,139.83,563.54,20.56,5.34,0,0,0,13.25,0,0,0,0,0,2914.8,49,8,2,0,19,2,1,46.96,1889,309,33,22,2,3,14,5,-2.9,2.8,79,5.6,4.6,0.7,0.1,0,7.2,9,204.4,1542.2,460.1,762,169.5,29.3,5.7,620.9,44,0,480.8,7,7,960.55,5
"816","2015-08-12","","Left Back","2015-08-12 20:19:00","2015-08-12 20:19:00",71.11,"Day 1","Full","SPI IQ Absolutes","First Team",0,0,4374.53,55.34,1132.33,740.72,597.58,578.46,606.08,22.21,3.26,180,145.2,268.98,0.04,33.39,6.92,12.65,14.51,3.6,4725.5,76,57,16,0,52,14,6,122.97,4772,792,98,33,16,9,33,0,0,0,0,39.6,6.2,2,0.6,0.3,22.9,5.4,632.2,4930.6,2800.1,917,400.1,158.5,73.5,1465.5,48,0,338.6,13,13,1353.8,5
"817","2015-08-12","3 Colours Possession","Left Back","2015-08-12 20:37:00","2015-08-12 20:37:00",14.33,"Day 1","Full","SPI IQ Absolutes","First Team",0,0,1083.03,18.09,311.78,212.41,99.83,72.01,186.88,19.84,3.99,180,155.36,67.7,0,4.08,1.93,2.86,4.11,1.36,1153,27,17,6,0,18,4,2,38.71,1091,224,36,12,6,5,12,0,0,0,0,9.5,1.6,0.7,0.2,0.1,6,6.9,202.3,1281.3,640.3,229.4,142.1,39.5,20.7,380.8,20,0,110.4,2,2,200.07,5
"818","2015-08-12","Phase Of Play Defending from wide areas","Left Back","2015-08-12 20:57:00","2015-08-12 20:57:00",30.5,"Day 1","Full","SPI IQ Absolutes","First Team",0,0,1983.65,29.63,519.72,366.48,142.12,117,334.71,22.21,3.17,180,160.09,153.32,0.01,7.09,3.92,7.09,10.14,2.25,1975.5,42,36,10,0,32,10,4,57.08,1615,372,57,19,9,3,18,0,0,0,0,17.3,2.6,1.2,0.4,0.2,10.9,5.9,418.5,2341.6,1138.3,415.8,252.1,114.2,52.1,695.9,26,0,204.7,5,5,510.13,5
"819","2015-08-17","","Left Back","2015-08-17 17:34:00","2015-08-17 17:34:00",87.75,"Day 1","Full","SPI IQ Absolutes","First Team",0,0,5291.4,71.88,1182.34,885.1,1350.64,540.23,611.29,22.39,3.28,181,138.2,293.79,0.73,44.83,11.1,13.5,14.5,3.1,5481,75,59,20,0,63,25,2,114.57,6550,765,94,20,4,4,23,0,0,0,0,48.7,6.9,2.2,0.7,0.2,27.7,5.3,656.6,5954.3,3602.1,1003.2,424.2,168.1,64.3,1769.7,47,0,331.2,19,19,1972.36,5
"820","2015-08-17","Warm Up","Left Back","2015-08-17 17:44:00","2015-08-17 17:44:00",14,"Day 1","Full","SPI IQ Absolutes","First Team",0,0,1421.16,0.75,46.87,169.28,925.11,268.65,10.5,8.82,6.09,141,120.34,19.65,0.02,13.98,0,0,0,0,1638.2,0,0,0,0,0,0,0,24.4,3122,124,3,0,0,0,0,0,0,0,0,11.7,1.6,0,0,0,6.4,7.6,0,1367.7,1219.8,200.5,0,0,0,406.5,0,0,0,12,12,1261.79,5
"821","2015-08-17","3 Colour Possession","Left Back","2015-08-17 18:00:00","2015-08-17 18:00:00",19.5,"Day 1","Full","SPI IQ Absolutes","First Team",0,0,1452.22,27.31,333.07,245.44,170.27,96.69,297,18.07,3.86,175,152.54,80.66,0.02,4.68,4.41,6.1,4.28,0,1741.5,38,21,8,0,24,10,0,37.55,1549,314,38,8,1,1,7,0,0,0,0,11.6,2.6,0.8,0.3,0.1,8.1,6.9,256.2,1738.6,791.3,393,161.3,68.8,26.1,516.8,27,0,184.6,3,3,301.07,5
"822","2015-08-17","SSG Finishing and Defending Inside the Box","Left Back","2015-08-17 18:24:00","2015-08-17 18:24:00",22.67,"Day 1","Full","SPI IQ Absolutes","First Team",0,0,1366.71,29.87,472.94,244.83,131.24,82.54,213.88,18.76,3.23,181,159.27,111.03,0.62,5.24,3.1,4.56,6.65,2.5,1311.1,27,26,8,0,27,11,0,34.58,1107,200,32,8,2,2,13,0,0,0,0,13.9,1.7,0.9,0.3,0.1,7.7,5.7,258,1665.4,859.5,236.8,162.6,70.4,25,495,13,0,107.7,0,0,0,5
"823","2015-08-17","7v7 Full Width SSG","Left Back","2015-08-17 18:48:00","2015-08-17 18:48:00",9.83,"Day 1","Full","SPI IQ Absolutes","First Team",0,0,814.13,8.52,172.89,150.37,124.02,92.35,89.91,22.39,4.21,178,161.53,50.26,0.03,1.3,2.7,1.99,3.2,0.61,760,10,12,4,0,12,4,2,17.36,741,127,20,4,1,1,3,0,0,0,0,6.7,1.1,0.5,0.1,0,4.2,7.2,142.3,912,495.2,173,100.3,28.9,13.1,271.1,7,0,38.9,4,4,409.55,5
"824","2015-08-19","","Left Back","2015-08-19 17:19:00","2015-08-19 17:19:00",129.05,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,6386.74,77.96,1508.35,1366.65,654.57,343.19,988.26,27.9,2.42,179,146.64,308.02,16.48,36.45,14.75,16.49,15.23,1.57,6242.8,114,95,15,2,91,21,9,133.97,5366,1109,189,21,7,3,24,5,-1,3.1,70,63,8,3.3,1.2,0.5,35.9,5.8,1241.7,7721.9,3822,1295,740.8,354,146.9,2295.1,77,0,640.2,25,25,2790.27,5
"825","2015-08-19","Handball","Left Back","2015-08-19 18:07:00","2015-08-19 18:07:00",10.5,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,906.33,14.94,194.7,154.94,71.01,62.03,225.86,19.08,4.48,165,143.87,30.63,0.02,4.2,4.57,1.71,0,0,1231.1,21,18,3,0,24,4,0,17.98,868,181,25,2,0,0,1,0,0,0,0,6.7,1.5,0.6,0.2,0,4.9,7.8,186.9,1064.1,486.7,226.1,123.1,52.9,10.9,316.3,14,0,142.7,2,2,200.24,5
"826","2015-08-19","11 v 11 1 Touch Small Pitch","Left Back","2015-08-19 18:19:00","2015-08-19 18:19:00",10,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,844.34,12.19,180.14,198,90.95,38.38,175.57,24.7,4.45,174,158.1,44.83,0,1.56,2.35,3.98,2.11,0,1017.2,18,22,3,1,18,4,1,24.45,746,161,28,6,3,2,7,0,0,0,0,6.8,1.2,0.5,0.2,0.1,4.6,7.7,156.2,995.4,491.4,191,95.2,39.4,21.7,295.8,9,0,109.5,1,1,100.25,5
"827","2015-08-19","11 v 11 Narrow Half Pitch","Left Back","2015-08-19 18:31:00","2015-08-19 18:31:00",9.5,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,821.34,9.46,153.56,176.52,85.57,63.56,178.02,19.22,4.53,175,158.06,32.14,2.61,1.41,0.4,3.21,1.88,0,1053.6,21,21,3,0,17,5,2,20.01,764,151,32,4,1,1,4,0,0,0,0,6.2,1.2,0.5,0.2,0.1,4.5,8,164.6,976.8,465.9,186.8,94.2,54.1,16.4,290.3,15,0,104.7,4,4,402.04,5
"828","2015-08-19","11 v 11 2/3 Pitch 1H","Left Back","2015-08-19 18:43:00","2015-08-19 18:43:00",11,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,1154.73,7.47,162.23,274.01,88.94,54.49,230.14,22.79,5.1,179,163.36,59.81,0,1.1,0.87,4.08,4.18,0.77,1314.6,32,17,2,0,17,3,3,24.31,954,210,29,5,2,0,6,1,4.6,0,10,7.5,1.9,0.7,0.2,0.1,5.9,9,230.5,1277.2,591.5,329.3,143.9,64.1,22.6,379.6,26,0,176.5,7,7,774.72,5
"829","2015-08-19","11 v 11 2/3 Pitch 2H","Left Back","2015-08-19 18:56:00","2015-08-19 18:56:00",8.97,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,872.49,4.69,166.94,215.83,82.5,53.89,100.12,27.9,4.69,179,162.15,48.24,0,1.58,1.39,1.46,3.98,0.57,713.3,13,10,3,1,11,3,2,18.71,599,161,38,2,1,0,6,1,-1.8,0,16,6.6,1.2,0.5,0.1,0.1,4.6,8.6,172.8,994.9,493.6,203.2,105.9,28.3,38.6,295.7,9,0,55.7,5,5,537.18,5
"830","2015-08-19","Running","Left Back","2015-08-19 19:14:00","2015-08-19 19:14:00",5.75,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,694.61,1.19,53.99,96.98,141.96,42.06,33.46,26.35,4.56,178,159.26,29.81,0,1.08,0.86,1.01,2.57,0.23,429.4,3,6,0,0,3,2,1,14.57,800,111,24,2,0,0,0,3,-2.1,2.7,44,3.7,0.5,0.4,0.3,0.1,3.5,10.3,290.7,754.3,324,79.4,149.6,104.5,36.6,224.2,2,0,16.2,4,4,575.74,5
"831","2015-08-24","","Left Back","2015-08-24 19:32:00","2015-08-24 19:32:00",68.98,"Day 1","Full","SPI IQ Absolutes","First Team",0,0,4631.09,50.1,493.19,286.01,744.92,1245.28,1516.06,22.14,3.83,167,140.83,185.88,0.02,39.61,17.51,11.85,0,0,10494.3,139,10,4,1,13,6,1,104.08,8696,788,79,9,3,1,14,4,-2.1,7.8,49,29.7,13.4,0.8,0.3,0.1,22.7,5.5,271.8,4891.5,2384.9,1954.7,173.6,68.6,29.6,1453.8,123,0,1172.1,27,27,3459.98,5
"832","2015-08-24","Jogging","Left Back","2015-08-24 19:32:00","2015-08-24 19:32:00",9.75,"Day 1","Full","SPI IQ Absolutes","First Team",0,0,1305.32,0.23,5.54,4.29,145.82,534.63,614.81,9.79,8.03,142,126.93,16.43,0,9.75,0,0,0,0,4180.6,66,0,0,0,0,0,0,25.52,2825,238,0,0,0,0,1,0,0,0,0,4.5,5.1,0,0,0,5.8,10,0,1258.4,566.3,739,0,0,0,374,64,0,476.3,9,9,1159.95,5
"833","2015-08-24","5v2 10x10","Left Back","2015-08-24 19:43:00","2015-08-24 19:43:00",10,"Day 1","Full","SPI IQ Absolutes","First Team",0,0,169.09,12.36,68.84,47.68,15.88,9.39,11.16,12.2,0.99,147,126.35,16.58,0,10,0,0,0,0,103.3,1,1,0,0,2,0,0,8.1,387,46,10,2,0,0,3,0,0,0,0,2.9,0.2,0.1,0,0,1.1,1.9,18.3,247.6,120.9,24.5,13.1,4.5,0.7,73.6,0,0,2.7,0,0,0,5
"834","2015-08-24","Running - Overtakes","Left Back","2015-08-24 19:54:00","2015-08-24 19:54:00",8.42,"Day 1","Full","SPI IQ Absolutes","First Team",0,0,1162.9,0,3.45,10.78,224.18,462.87,344.9,22.14,7.81,162,146.67,24.91,0,3.5,4.23,0.69,0,0,2759.6,35,1,3,1,2,2,1,23.29,2400,178,18,0,0,0,0,2,-5.2,1.7,29,4.6,3.5,0.1,0.1,0.1,5.5,10.8,85.4,1177.2,565,512.5,34.8,27.2,23.3,349.9,31,0,245.2,8,8,1060.41,5
"835","2015-08-24","5v2 10x10 2","Left Back","2015-08-24 20:04:00","2015-08-24 20:04:00",9.92,"Day 1","Full","SPI IQ Absolutes","First Team",0,0,312.53,15.18,130.44,51.09,36.33,20.99,45.17,14.58,1.82,165,152.9,35.78,0,1.9,4.34,3.67,0,0,296.7,3,1,1,0,3,2,0,12.9,452,66,23,3,2,1,6,0,0,0,0,4.4,0.4,0.2,0.1,0,2,3.3,48,422,205.4,53,31.4,15.7,0.9,125.4,0,0,11.8,0,0,0,5
"836","2015-08-24","Running - Overtakes 2","Left Back","2015-08-24 20:16:00","2015-08-24 20:16:00",9.25,"Day 1","Full","SPI IQ Absolutes","First Team",0,0,1222.4,1.87,19.79,69,295.79,204.03,483.1,21.13,7.44,167,157.65,39.33,0,1.08,1.75,6.42,0,0,2984,32,4,0,0,6,0,0,25.47,2269,218,20,2,0,0,2,2,2.4,10.5,20,4.9,3.8,0.3,0.1,0,5.6,10.2,94.7,1213.6,535,592.5,76,16.4,2.3,360.7,28,0,430.1,9,9,1159.36,5
"837","2015-08-24","5v2 10x10 3","Left Back","2015-08-24 20:28:00","2015-08-24 20:28:00",8.67,"Day 1","Full","SPI IQ Absolutes","First Team",0,0,188.65,12.55,103.34,24.63,14.21,5.4,15.64,14.54,1.23,160,150.29,27.96,0,2.46,5.52,0.69,0,0,102.3,2,3,0,0,0,2,0,5.39,276,38,7,1,1,0,2,0,0,0,0,3.5,0.2,0.1,0,0,1.3,2.5,25.3,277.4,134.1,24.2,18.2,4.8,2.3,82.5,0,0,6,0,0,0,5
"838","2015-08-25","","Left Back","2015-08-25 19:32:00","2015-08-25 19:32:00",87.38,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,5722.32,80.06,1224.29,944.36,567.7,415.62,1032.67,24.3,3.15,174,143.11,263.84,0.03,45.64,15.33,22.57,3.8,0,6220.6,138,102,19,0,113,20,7,135.5,5490,1162,152,29,7,1,28,2,-3.4,2.3,24,44.1,8.8,4.1,1.2,0.3,30.8,5.9,1216.2,6639.3,3038.1,1439.7,848.4,297.4,70.4,1973.3,105,0,641.6,23,23,2406.74,5
"839","2015-08-25","Warm Up - With Ball - Coever","Left Back","2015-08-25 19:36:00","2015-08-25 19:36:00",22.5,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,1633.74,22.87,198.7,137.26,120.46,94.3,331.06,19.44,2.81,174,145.07,69.9,0,11.51,3.33,6.65,1.01,0,1751.6,42,45,5,0,45,3,2,57.22,1844,548,71,15,1,1,6,2,-3.4,2.3,24,8.2,2.9,1.8,0.5,0.1,9.2,6.8,525.1,1978,571.1,529.4,392.8,115.4,16.8,587.9,35,0,174.9,7,7,791.58,5
"840","2015-08-25","Long Corridor 2 Teams 4 Jokers Possession","Left Back","2015-08-25 20:02:00","2015-08-25 20:02:00",21.33,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,1788.08,27.8,358.34,328.57,182.33,129.31,390.42,18.9,4.32,171,156.71,89.71,0.01,4.27,4.17,11.08,1.81,0,2263.4,54,35,8,0,42,10,1,37.91,1716,349,42,5,4,0,10,0,0,0,0,13,3.1,1.4,0.4,0.1,9.8,7.7,375.3,2114.9,925.8,475.1,269.4,86.2,19.7,628.6,45,0,242.8,9,9,902.41,5
"841","2015-08-25","Attack v Defence Half Pitch 2 Attacking Teams of 7","Left Back","2015-08-25 20:27:00","2015-08-25 20:27:00",22.67,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,1590.53,17.93,348.49,351.94,125.56,105.76,286.93,24.3,3.49,169,147.53,71.84,0,10.55,6.61,4.52,0.98,0,1730.4,39,21,6,0,23,7,4,29.39,1313,233,35,9,1,0,7,0,0,0,0,13,2.2,0.8,0.3,0.1,8.4,6.1,304.9,1799.8,928.3,352,178.7,94.7,31.6,534.9,24,0,213.3,6,6,602.89,5
"842","2015-08-26","","Left Back","2015-08-26 19:37:00","2015-08-26 19:37:00",86.73,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,6213.03,59.7,1054.46,1233.62,523.56,368.75,1038.99,28.48,3.24,214,146.44,279.42,0.37,42.44,20.57,14.88,8.12,0.24,6285.9,132,98,35,1,79,46,11,153.04,5369,1172,213,40,13,5,29,13,-0.8,5,172,43.8,9.2,3.6,1.7,0.6,33.9,6.5,1490.8,7292.4,3147,1548.7,824.7,486,180.1,2167.4,92,0,685.2,29,29,3103.35,5
"843","2015-08-26","4 Goals 18yrd to Half Way","Left Back","2015-08-26 19:43:00","2015-08-26 19:43:00",19.17,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,2029.12,18.14,288.42,354,194.45,149.7,444.62,22.64,5.17,205,153.75,78.07,0,4.12,6.97,3.5,4.44,0.1,2563.2,60,38,13,0,36,13,4,46.2,2000,382,65,11,5,1,8,0,0,0,0,12.1,3.4,1.3,0.5,0.2,11,9.5,486,2364.1,973,563.8,287,147.2,51.8,702.7,51,0,296.6,15,15,1626.11,5
"844","2015-08-26","Pattern of Play Crossing and Finishing","Left Back","2015-08-26 20:12:00","2015-08-26 20:12:00",21.42,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,1560.88,12.18,191.94,221.6,116.91,83.56,247.6,26.6,2.78,170,151.65,75.46,0.03,6.3,8.1,6.52,0.46,0,1464.9,31,23,6,1,20,7,2,37.49,1327,329,67,11,1,0,3,8,0.5,5.9,101,9,2.5,1,0.5,0.2,8.4,6.6,477.1,1819.5,636.7,442.4,271.7,158.4,46.9,540.8,12,0,168.3,5,5,513.95,5
"845","2015-08-26","11 v 11 2/3 Pitch","Left Back","2015-08-26 20:37:00","2015-08-26 20:37:00",9.25,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,1031.08,6.06,123.51,208.52,85.36,88.79,204.28,28.48,5.36,176,159.71,44.76,0,1.62,1.16,3.52,2.95,0,1246.5,29,17,5,0,12,11,1,22.26,867,202,26,5,3,0,4,1,-3.9,0,10,6.1,1.9,0.5,0.2,0.1,5.5,10,227.6,1192.1,488.7,311.1,118.4,66.1,43.1,354.3,23,0,150.4,7,7,784.18,5
"846","2015-08-26","Finishing","Left Back","2015-08-26 20:49:00","2015-08-26 20:49:00",13.08,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,491.63,4.47,105.69,164.54,25.18,6.83,22.44,23.29,1.58,214,138.1,29.76,0.29,11.39,0.68,0.23,0.28,0.14,197.5,0,9,4,0,1,6,4,12.67,234,47,14,10,4,0,10,0,0,0,0,4.6,0.2,0.3,0.3,0.1,3,3.8,152,642.9,302.2,34.8,60.3,68.1,23.6,191.1,0,0,0,1,1,100.15,5
"847","2015-08-31","","Left Back","2015-08-31 19:17:00","2015-08-31 19:17:00",63.83,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,2803.39,49.98,620.7,662.32,348.47,222.37,442.72,20.27,2.27,171,136.52,144.57,5.45,37.61,10.44,9.71,0.61,0,2999.3,53,30,16,0,33,18,7,92.5,3057,645,85,24,5,5,32,1,-0.5,0,10,26,3.9,1.5,0.4,0.2,15.3,4,473.8,3292.8,1741.8,571.9,320.2,105.4,48.2,978.7,38,0,281.5,7,7,717.47,5
"848","2015-08-31","Ball Skills Work","Left Back","2015-08-31 19:17:00","2015-08-31 19:17:00",11.73,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,795.91,6.89,91.49,156.95,167.1,118.81,180.6,15.48,3.8,160,129.78,13.3,5.43,4.62,1.59,0.08,0,0,1273.7,23,6,1,0,13,0,0,33.84,1299,278,29,2,0,0,3,1,-0.5,0,10,5.8,1.7,0.2,0.1,0,3.9,5.6,65.4,846.8,477.4,250.1,49,14,2.3,251.7,19,0,129.4,5,5,517.12,5
"849","2015-08-31","Work Round Player - Passes - Volley - Header","Left Back","2015-08-31 19:29:00","2015-08-31 19:29:00",5.13,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,181.43,13.67,44.68,44.01,51.02,19.57,8.48,9.65,2.12,165,147.48,16.48,0,1.85,1.7,1.59,0,0,153.8,0,0,0,0,0,0,0,15.31,428,76,14,6,0,2,9,0,0,0,0,1.7,0.4,0.1,0,0,1,3.3,15.2,216.4,115.7,46.9,15.2,0,0,64.3,0,0,0,0,0,0,5
"850","2015-08-31","Passing in Centre Circle - 2 work 6 outside","Left Back","2015-08-31 19:35:00","2015-08-31 19:35:00",10.13,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,459.98,8.56,143.25,71.41,24.87,28.92,111.18,16.24,2.37,171,138.87,27.07,0,6.63,1.23,1.67,0.61,0,584.3,19,8,0,0,10,6,0,12.1,440,108,13,4,1,0,3,0,0,0,0,4.4,0.5,0.4,0.1,0,2.5,4,91.8,529.7,277.7,87.8,75.5,13.9,2.4,157.4,17,0,78.1,2,2,200.35,5
"851","2015-08-31","Defending Crosses","Left Back","2015-08-31 19:46:00","2015-08-31 19:46:00",11.67,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,711,10.55,145.4,163.36,34.47,22.04,55.62,20.27,2.45,163,150.69,40.12,0,3.39,3.73,4.55,0,0,368.3,2,15,12,0,7,11,6,18.41,464,118,14,9,3,1,10,0,0,0,0,6,0.5,0.6,0.2,0.1,4.3,6.1,246.7,926.2,369.5,91.2,152,61.9,32.8,275.3,0,0,10.6,0,0,0,5
"852","2015-08-31","CBs Clearing Long Balls","Left Back","2015-08-31 20:01:00","2015-08-31 20:01:00",13.88,"Day 2","Full","SPI IQ Absolutes","First Team",0,0,362.14,5.26,98.36,88.72,35.43,25.93,77.02,19.15,1.44,162,130.88,26.23,0,12.35,0.82,0.72,0,0,464.6,6,0,3,0,2,1,1,11.5,343,56,14,2,1,2,7,0,0,0,0,3.8,0.5,0.1,0.1,0,2.1,2.5,52.5,456.8,232.2,75.7,26.4,15.5,10.6,135.8,2,0,54.1,0,0,0,5
"853","2015-09-01","","Left Back","2015-09-01 19:33:00","2015-09-01 19:33:00",83.95,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,4642.01,50.82,792.69,784.31,622.48,297.49,840.37,27.18,2.58,178,130.63,193.8,0.05,61.86,6.05,7.32,8.48,0.18,5248.2,107,81,15,2,92,28,7,106.59,5218,882,118,20,4,4,17,2,0.6,3.6,24,32.8,7.1,3.1,1.1,0.3,25.2,5,1055.2,5430.8,2421.2,1144.4,679.4,278.1,97.6,1563.7,86,0,518,26,26,2915.33,5
"854","2015-09-01","Nest Game - Ball Warm Up","Left Back","2015-09-01 19:34:00","2015-09-01 19:34:00",18.17,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,871.28,15.16,111.77,79.75,95.83,99.61,283.24,16.2,2.38,152,120.53,28.82,0,16.38,1.78,0,0,0,1567.5,36,21,0,0,35,7,0,35.87,1448,275,45,4,1,2,4,0,0,0,0,4.9,2,0.9,0.1,0,4.9,4.5,205.7,1052.5,347.4,310.3,172.9,32.1,0.7,303,30,0,178.9,5,5,500.81,5
"855","2015-09-01","8v4 Overload Transition SSG","Left Back","2015-09-01 19:56:00","2015-09-01 19:56:00",25.33,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,1636.43,17.73,231.46,320.93,153.19,103.61,299.99,27.18,2.89,178,139.68,71.37,0.02,14.83,3.44,4.4,2.47,0.18,1806.8,38,27,12,1,25,14,4,36.84,1617,305,45,6,2,2,7,0,0,0,0,10.5,2.5,1,0.4,0.2,9.2,6,423.2,1973.6,788.5,418.2,223,123.9,76.3,568.3,31,0,179.4,10,10,1147.01,5
"856","2015-09-01","6v6 SSG Finish off a cross","Left Back","2015-09-01 20:25:00","2015-09-01 20:25:00",15.93,"Day 3","Full","SPI IQ Absolutes","First Team",0,0,1320.19,10.32,135.24,192.48,107.47,63.86,252.42,21.1,3.34,173,148.1,60.18,0,7.13,0.48,2.43,5.89,0,1415.8,33,33,3,1,32,7,3,28.68,1392,298,28,9,1,0,6,2,0.6,3.6,24,6.2,2.2,1.2,0.5,0.1,7.3,7.7,425.3,1579,507.8,382.4,282.6,122.1,20.6,454.6,25,0,159.7,9,9,1077.22,5
"857","2015-09-02","","Left Back","2015-09-02 19:35:00","2015-09-02 19:35:00",78.51,"Day 4","Full","SPI IQ Absolutes","First Team",0,0,4857.94,54.64,877.88,1028.44,569.4,349.37,792.81,25.42,2.99,175,137.17,207.84,0.02,49.44,16.04,8.64,4.38,0,5141.8,102,68,23,1,82,24,7,196.22,4571,802,125,17,6,4,21,2,-0.7,6.4,24,37.7,6.6,2.8,1.2,0.3,26.3,5.6,1026.4,5662,2751.5,1059.2,603.1,318.8,104.5,1682.8,72,0,505.7,21,21,2157.24,5
